episode,reward
136,-4.111905
137,-7.016667
138,-12.240675
139,-7.325
140,6.587302
141,1.753571
142,-0.433929
143,3.208135
144,-4.854762
145,6.120635
146,-0.335913
147,1.090476
148,7.982937
149,-0.935714
150,-4.233532
151,-7.409524
152,-3.352381
153,1.006944
154,2.540873
155,1.843651
156,7.302778
157,7.463889
158,-0.94127
159,4.032143
160,1.46369
161,0.397421
162,1.944048
163,-1.852381
164,5.369444
165,0.939286
166,-3.366667
167,0.98254
168,-0.297619
169,0.778968
170,-0.496825
171,-3.658929
172,0.219444
173,-6.082143
174,0.815873
175,-2.585714
176,4.337302
177,-7.374603
178,-2.555754
179,1.994841
180,2.209722
181,3.784127
182,-1.82619
183,3.583333
184,-1.060714
185,1.725
186,1.614683
187,0.388889
188,-5.706151
189,-2.925
190,1.9
191,-7.207738
192,-1.184524
193,4.599603
194,-0.146032
195,-3.021429
196,0.15377
197,1.42619
198,3.572222
199,0.347421
200,4.457143
201,4.689683
202,-5.275
203,-4.616667
204,3.648016
205,-12.093254
206,0.028968
207,-6.716667
208,1.658333
209,-4.275
210,-3.030556
211,-1.863095
212,2.347222
213,1.703968
214,1.310714
215,-5.34881
216,0.670437
217,-3.546825
218,-6.299206
219,1.55
220,0.569444
221,2.568651
222,-1.134921
223,-2.015079
224,0.683333
225,-12.077381
226,4.036905
227,-8.897024
228,2.116667
229,0.157937
230,6.305556
231,-5.664286
232,1.304762
233,2.577778
234,-6.89504
235,1.004365
236,16.711508
237,3.426587
238,1.165476
239,7.194444
240,10.977381
241,0.65873
242,1.575
243,1.84127
244,-6.102778
245,-1.928571
246,1.554762
247,2.642857
248,1.544643
249,-1.567857
250,2.169048
251,1.145238
252,2.630952
253,5.164286
254,1.044841
255,3.852381
256,3.175
257,3.979762
258,0.044048
259,-1.237698
260,5.700397
261,-6.27381
262,4.966667
263,1.959127
264,0.865079
265,2.967063
266,6.959921
267,-1.675
268,2.339683
269,9.125
270,5.332143
271,2.725
272,3.887698
273,0.623016
274,2.303968
275,0.301587
276,2.665873
277,-11.517857
278,1.313492
279,3.124206
280,2.874802
281,1.919444
282,1.342857
283,6.805556
284,1.947222
285,1.866667
286,5.675
287,3.233333
288,-3.052381
289,-0.630159
290,1.17619
291,3.410714
292,0.980556
293,5.125
294,-0.953175
295,7.121429
296,1.682143
297,0.813095
298,8.552381
299,3.140079
300,2.600397
301,4.311508
302,5.926984
303,1.839683
304,-1.325794
305,2.736111
306,4.613889
307,-2.477381
308,5.896429
309,4.104762
310,-1.41131
311,3.534127
312,7.744444
313,4.086905
314,3.058333
315,3.551984
316,4.133333
317,5.658333
318,-1.672619
319,-0.196825
320,2.569444
321,0.614286
322,2.538095
323,0.088492
324,1.197619
325,-1.755556
326,2.21627
327,1.538095
328,-2.343651
329,9.133333
330,12.345635
331,8.411111
332,2.452778
333,3.916667
334,4.21746
335,-1.228373
336,3.770635
337,0.901587
338,-1.917063
339,7.099603
340,-0.455159
341,-1.255556
342,4.978571
343,13.6
344,-0.355952
345,7.913492
346,11.638889
347,-1.721429
348,-1.082937
349,1.262103
350,5.233333
351,-2.822619
352,8.158333
353,2.134524
354,-1.614286
355,1.216667
356,3.016667
357,10.722222
358,-1.541667
359,-1.504762
360,1.358333
361,2.562302
362,11.023016
363,7.036111
364,3.5
365,2.794841
366,0.740079
367,0.063095
368,0.424603
369,0.938889
370,8.377381
371,4.246429
372,10.036111
373,0.699206
374,7.642063
375,2.57381
376,0.946429
377,7.484524
378,1.890079
379,1.769444
380,1.277778
381,9.575
382,9.049603
383,5.498413
384,1.262302
385,9.196825
386,4.539683
387,-0.61746
388,4.780556
389,6.253968
390,7.316667
391,4.596429
392,4.252778
393,1.946825
394,5.665675
395,2.693254
396,2.636508
397,4.230952
398,7.932143
399,4.931349
400,1.088889
401,5.9
402,5.061905
403,3.128571
404,4.553175
405,5.648016
406,3.903968
407,0.633333
408,2.784524
409,-3.032143
410,1.24127
411,5.95
412,11.266667
413,6.256746
414,0.565476
415,-0.809127
416,3.492857
417,1.951984
418,5.295635
419,3.111905
420,7.455556
421,3.460317
422,5.405556
423,5.636111
424,2.11746
425,7.102778
426,2.55754
427,1.055952
428,1.547222
429,7.083333
430,6.705556
431,0.713492
432,3.519444
433,-4.013492
434,13.805556
435,6.330556
436,2.401984
437,3.878175
438,3.491667
439,8.8
440,6.053175
441,3.024206
442,5.084524
443,5.431746
444,6.186111
445,10.922222
446,3.111111
447,7.267857
448,1.931746
449,7.603968
450,4.528968
451,8.246429
452,5.921825
453,8.13254
454,1.352381
455,0.925
456,3.05
457,6.549206
458,2.392857
459,0.875
460,10.063889
461,2.803968
462,2.216667
463,2.779762
464,5.480556
465,1.720635
466,4.742857
467,8.338492
468,6.579365
469,5.608333
470,2.472222
471,-0.32381
472,3.244444
473,8.941667
474,3.705556
475,0.477778
476,2.098016
477,2.087302
478,1.469444
479,5.298413
480,3.896825
481,1.484524
482,5.94127
483,1.820238
484,4.484524
485,8.845635
486,7.988889
487,15.883333
488,1.933333
489,2.863095
490,10.208333
491,0.628968
492,5.37619
493,8.300794
494,7.74127
495,4.55
496,11.55
497,2.756746
498,1.850794
499,1.889683
500,10.239286
501,5.195238
502,2.644048
503,12.594444
504,3.835714
505,12.241667
506,12.172222
507,5.81746
508,4.890873
509,0.604762
510,12.97619
511,12.087302
512,5.940079
513,14.155159
514,4.742857
515,6.777778
516,12.311905
517,9.5
518,1.791667
519,3.54246
520,5.6
521,3.645635
522,-0.24881
523,9.4
524,5.809127
525,6.208333
526,3.303968
527,5.20754
528,8.125
529,6.440079
530,2.940476
531,14.258333
532,0.018651
533,6.055556
534,2.742857
535,6.322619
536,7.612698
537,5.59127
538,5.9
539,3.135714
540,4.642857
541,2.291667
542,7.2
543,4.294048
544,12.033333
545,3.080556
546,2.246825
547,20.144444
548,2.222222
549,6.347222
550,12.183333
551,1.42619
552,1.716667
553,4.652778
554,7.527778
555,8.005556
556,4.172222
557,1.379365
558,1.390079
559,5.525794
560,15.497222
561,6.031349
562,5.280159
563,14.516667
564,3.562302
565,3.474603
566,7.327778
567,16.136111
568,1.600397
569,1.173413
570,9.691667
571,0.946429
572,1.165873
573,1.882937
574,1.586111
575,5.452778
576,4.027778
577,8.305556
578,5.22619
579,6.30119
580,6.013889
581,6.567857
582,7.121825
583,2.449206
584,3.366667
585,5.382937
586,1.487698
587,3.987302
588,2.034524
589,2.17619
590,4.17619
591,11.545238
592,2.071825
593,14.088889
594,5.784524
595,3.194444
596,6.544444
597,14.392063
598,3.867857
599,3.697222
600,11.367063
601,3.256349
602,4.810317
603,11.388889
604,8.876984
605,4.258333
606,14.025
607,-0.075397
608,11.858333
609,15.15119
610,4.073413
611,6.827778
612,4.537302
613,6.349206
614,3.291667
615,-0.150794
616,5.745635
617,2.656746
618,2.199206
619,4.710714
620,1.967857
621,3.302778
622,9.22619
623,11.030556
624,8.195635
625,4.674603
626,9.118651
627,5.047222
628,2.752381
629,9.252778
630,2.295635
631,3.477778
632,5.847222
633,12.383333
634,5.223413
635,4.00873
636,8.510714
637,12.740873
638,2.688889
639,6.215873
640,6.734921
641,13.582937
642,3.267063
643,1.938095
644,2.823413
645,13.069444
646,6.020635
647,7.055556
648,5.656746
649,5.316667
650,4.628968
651,3.984524
652,5.458333
653,8.932937
654,11.05
655,6.085317
656,6.999603
657,17.402778
658,11.411111
659,8.363095
660,7.55119
661,4.168651
662,3.061111
663,14.803968
664,4.295635
665,17.158333
666,4.608333
667,7.225
668,5.408333
669,4.169444
670,6.0
671,4.127778
672,17.669444
673,7.011111
674,8.744048
675,4.124603
676,9.705556
677,4.090079
678,3.982937
679,8.141667
680,2.909524
681,7.472222
682,6.712302
683,4.592857
684,20.625
685,4.911111
686,2.002778
687,20.658333
688,-1.945238
689,6.599603
690,5.225
691,-5.307143
692,3.736111
693,10.680556
694,3.097222
695,20.391667
696,2.083333
697,5.416667
698,1.894444
699,3.047222
700,2.663889
701,5.752778
702,12.134524
703,9.971825
704,0.05
705,16.022222
706,3.95
707,2.594444
708,3.620635
709,10.203968
710,13.933333
711,3.075
712,9.169444
713,5.872222
714,12.644444
715,19.208333
716,13.269444
717,9.747222
718,4.725
719,12.622222
720,11.325
721,7.0
722,9.561111
723,9.608333
724,2.763889
725,7.308333
726,2.172222
727,5.782937
728,6.188889
729,5.671825
730,3.262302
731,8.163889
732,7.844444
733,5.915079
734,3.925
735,2.798413
736,11.95
737,7.502778
738,10.825
739,10.247222
740,9.75
741,20.208333
742,16.908333
743,8.188889
744,10.775
745,6.669444
746,10.708333
747,2.512302
748,5.669048
749,14.058333
750,17.191667
751,3.4
752,11.8
753,12.213889
754,7.238889
755,8.983333
756,9.782937
757,8.952778
758,3.863889
759,20.505556
760,5.761111
761,8.95
762,12.361111
763,14.758333
764,11.40119
765,8.013889
766,10.423413
767,11.233333
768,6.270635
769,14.391667
770,13.383333
771,12.408333
772,13.288889
773,16.219444
774,7.552778
775,1.436111
776,14.616667
777,-0.584127
778,18.808333
779,5.955556
780,21.141667
781,14.466667
782,7.138889
783,14.080556
784,-4.476587
785,3.61627
786,10.383333
787,6.85119
788,12.575
789,15.241667
790,4.936111
791,15.261111
792,6.669444
793,5.333333
794,16.238889
795,2.961111
796,4.736111
797,19.708333
798,4.972222
799,5.236111
800,4.127778
801,12.161111
802,16.894444
803,3.286111
804,9.427778
805,7.275
806,18.775
807,17.825
808,7.620635
809,11.283333
810,6.241667
811,3.713889
812,3.375
813,15.797222
814,7.336111
815,2.775
816,2.272222
817,5.669444
818,3.694444
819,9.122222
820,16.113889
821,7.8
822,13.341667
823,8.447222
824,3.798413
825,2.363889
826,11.8
827,14.469444
828,6.716667
829,1.822222
830,8.988889
831,4.216667
832,20.394444
833,14.183333
834,8.197222
835,11.966667
836,19.413889
837,6.502778
838,5.633333
839,3.903968
840,10.338889
841,6.530556
842,6.208333
843,19.608333
844,7.675
845,21.266667
846,3.397222
847,20.363889
848,22.394444
849,2.619444
850,6.2
851,3.419444
852,4.6
853,6.761111
854,8.786111
855,4.613889
856,19.369444
857,9.644444
858,12.669444
859,6.588889
860,4.777778
861,14.894444
862,9.077778
863,7.761111
864,3.81627
865,14.322222
866,4.505556
867,15.35
868,7.027778
869,21.791667
870,8.475
871,5.327778
872,12.473413
873,11.280556
874,7.419444
875,4.172222
876,8.580556
877,22.291667
878,10.766667
879,21.561111
880,5.038889
881,21.25
882,4.522222
883,18.816667
884,5.438889
885,21.419444
886,22.291667
887,12.477778
888,8.533333
889,10.102778
890,20.958333
891,1.752778
892,8.566667
893,7.828968
894,21.391667
895,7.411111
896,9.783333
897,9.211111
898,23.113889
899,22.044444
900,4.547222
901,5.075
902,18.558333
903,20.633333
904,12.488889
905,15.147222
906,7.033333
907,7.258333
908,18.947222
909,19.683333
910,6.866667
911,11.433333
912,22.541667
913,7.419444
914,20.458333
915,4.55
916,17.211111
917,5.275
918,8.197222
919,15.325
920,21.516667
921,20.047222
922,-4.991667
923,12.877778
924,18.241667
925,22.252778
926,16.419444
927,11.488889
928,16.725
929,13.877778
930,4.544444
931,5.658333
932,20.116667
933,9.186111
934,21.808333
935,10.894444
936,-3.488889
937,-13.371032
938,-16.236111
939,-16.647222
940,0.605556
941,-3.366667
942,9.686111
943,22.791667
944,21.725
945,2.977778
946,21.791667
947,20.891667
948,14.641667
949,16.341667
950,9.798413
951,5.275
952,18.786111
953,22.541667
954,19.291667
955,21.541667
956,7.8
957,7.408333
958,22.791667
959,22.791667
960,22.541667
961,18.183333
962,7.780556
963,22.791667
964,22.541667
965,22.083333
966,14.919444
967,8.433333
968,22.541667
969,6.1
970,7.825
971,21.016667
972,22.791667
973,22.791667
974,17.516667
975,8.422222
976,4.6
977,22.541667
978,14.519444
979,9.605556
980,22.791667
981,3.772222
982,19.308333
983,3.461111
984,22.541667
985,16.877778
986,23.211111
987,8.808333
988,7.269444
989,23.041667
990,22.083333
991,22.208333
992,23.041667
993,22.291667
994,19.452778
995,22.791667
996,6.877778
997,22.141667
998,22.541667
999,22.208333
1000,22.541667
1001,22.791667
1002,22.541667
1003,22.541667
1004,23.041667
1005,21.916667
1006,22.291667
1007,11.155556
1008,7.672222
1009,22.791667
1010,23.041667
1011,18.141667
1012,23.041667
1013,23.041667
1014,23.041667
1015,22.041667
1016,22.541667
1017,22.791667
1018,16.336111
1019,2.563889
1020,22.666667
1021,3.366667
1022,22.541667
1023,8.447222
1024,22.791667
1025,22.791667
1026,6.077778
1027,12.308333
1028,23.041667
1029,23.041667
1030,16.006746
1031,8.419444
1032,3.377778
1033,23.041667
1034,22.419444
1035,21.991667
1036,22.291667
1037,4.530556
1038,22.541667
1039,23.041667
1040,22.291667
1041,5.697222
1042,3.363889
1043,21.958333
1044,23.041667
1045,22.416667
1046,15.169444
1047,23.041667
1048,11.522222
1049,23.041667
1050,21.241667
1051,22.947222
1052,4.947222
1053,23.041667
1054,22.541667
1055,7.325
1056,22.791667
1057,22.791667
1058,14.780556
1059,22.791667
1060,12.697222
1061,22.791667
1062,22.541667
1063,13.086111
1064,22.791667
1065,10.752778
1066,21.958333
1067,22.791667
1068,22.791667
1069,14.030556
1070,23.041667
1071,22.791667
1072,22.791667
1073,22.541667
1074,8.797222
1075,24.019444
1076,5.047222
1077,23.041667
1078,22.291667
1079,23.041667
1080,21.863889
1081,23.041667
1082,12.308333
1083,22.791667
1084,11.852778
1085,10.752778
1086,22.541667
1087,22.791667
1088,22.791667
1089,22.225
1090,11.141667
1091,22.058333
1092,8.433333
1093,22.791667
1094,22.541667
1095,3.380556
1096,22.811111
1097,10.363889
1098,-15.055556
1099,2.541667
1100,22.041667
1101,20.041667
1102,22.041667
1103,23.041667
1104,22.791667
1105,23.041667
1106,23.041667
1107,22.791667
1108,23.975
1109,23.041667
1110,22.791667
1111,22.291667
1112,21.991667
1113,22.791667
1114,23.041667
1115,3.755556
1116,22.697222
1117,23.041667
1118,4.158333
1119,11.683333
1120,10.919444
1121,22.458333
1122,19.461111
1123,22.541667
1124,23.586111
1125,21.991667
1126,7.255556
1127,23.041667
1128,23.336111
1129,21.266667
1130,23.041667
1131,22.791667
1132,23.041667
1133,21.447222
1134,13.475
1135,21.641667
1136,22.016667
1137,20.238889
1138,23.041667
1139,22.947222
1140,22.791667
1141,18.519444
1142,16.35
1143,12.297222
1144,8.630556
1145,-16.576587
1146,0.991667
1147,22.208333
1148,22.291667
1149,23.041667
1150,23.041667
1151,21.891667
1152,21.002778
1153,17.905556
1154,22.791667
1155,23.041667
1156,23.041667
1157,8.197222
1158,21.791667
1159,10.741667
1160,11.530556
1161,11.530556
1162,12.836111
1163,23.041667
1164,22.541667
1165,19.836111
1166,23.041667
1167,8.447222
1168,22.791667
1169,22.541667
1170,17.752778
1171,23.041667
1172,20.475
1173,6.613889
1174,19.447222
1175,22.541667
1176,22.791667
1177,22.791667
1178,22.541667
1179,9.991667
1180,22.791667
1181,22.541667
1182,22.291667
1183,22.791667
1184,22.791667
1185,8.030556
1186,4.919444
1187,23.041667
1188,22.458333
1189,23.197222
1190,19.697222
1191,10.377778
1192,23.586111
1193,23.041667
1194,20.491667
1195,23.041667
1196,22.791667
1197,22.541667
1198,23.041667
1199,3.411111
1200,22.541667
1201,22.791667
1202,17.766667
1203,9.336111
1204,22.291667
1205,6.463889
1206,22.791667
1207,16.988889
1208,14.336111
1209,5.969444
1210,21.833333
1211,23.041667
1212,22.291667
1213,23.041667
1214,11.533333
1215,18.530556
1216,11.544444
1217,13.213889
1218,15.169444
1219,21.405556
1220,8.030556
1221,4.922222
1222,22.541667
1223,23.041667
1224,8.030556
1225,22.541667
1226,22.458333
1227,23.041667
1228,12.575
1229,16.280556
1230,8.183333
1231,23.041667
1232,22.708333
1233,22.391667
1234,22.016667
1235,22.791667
1236,22.041667
1237,22.291667
1238,9.725
1239,22.541667
1240,23.041667
1241,22.791667
1242,5.836111
1243,15.936111
1244,22.791667
1245,22.791667
1246,22.541667
1247,4.086111
1248,4.158333
1249,22.541667
1250,6.086111
1251,22.541667
1252,22.791667
1253,17.352778
1254,21.558333
1255,22.791667
1256,22.791667
1257,18.933333
1258,22.541667
1259,21.958333
1260,22.541667
1261,15.169444
1262,22.947222
1263,4.215079
1264,22.291667
1265,22.666667
1266,9.2
1267,22.791667
1268,22.541667
1269,12.35
1270,4.975
1271,23.041667
1272,22.291667
1273,22.266667
1274,22.791667
1275,22.791667
1276,14.252778
1277,-4.425
1278,-18.636111
1279,-17.836111
1280,-16.622222
1281,-17.836111
1282,22.541667
1283,23.041667
1284,22.291667
1285,6.669444
1286,6.1
1287,9.197222
1288,23.586111
1289,13.1
1290,12.463889
1291,4.144444
1292,22.791667
1293,7.230556
1294,20.863889
1295,8.811111
1296,23.041667
1297,14.641667
1298,22.791667
1299,6.1
1300,8.925
1301,23.041667
1302,22.391667
1303,23.041667
1304,24.363889
1305,17.113889
1306,23.041667
1307,6.1
1308,18.169444
1309,23.041667
1310,23.041667
1311,22.541667
1312,9.197222
1313,13.075
1314,22.291667
1315,23.041667
1316,22.041667
1317,13.075
1318,11.141667
1319,5.869444
1320,22.541667
1321,22.791667
1322,12.686111
1323,5.711111
1324,23.041667
1325,22.541667
1326,8.836111
1327,21.991667
1328,22.791667
1329,22.541667
1330,22.291667
1331,22.419444
1332,20.630556
1333,18.947222
1334,5.725
1335,23.041667
1336,7.683333
1337,21.794444
1338,14.241667
1339,22.791667
1340,23.041667
1341,11.922222
1342,6.488889
1343,22.541667
1344,22.791667
1345,17.752778
1346,17.363889
1347,20.266667
1348,9.211111
1349,22.547222
1350,14.780556
1351,22.791667
1352,22.541667
1353,22.291667
1354,6.1
1355,22.458333
1356,22.058333
1357,22.541667
1358,22.541667
1359,22.041667
1360,8.433333
1361,22.791667
1362,21.641667
1363,13.047222
1364,22.791667
1365,12.697222
1366,22.791667
1367,10.113889
1368,16.988889
1369,22.791667
1370,23.041667
1371,6.086111
1372,22.791667
1373,11.919444
1374,23.041667
1375,4.975
1376,23.336111
1377,21.791667
1378,12.711111
1379,22.791667
1380,13.891667
1381,5.308333
1382,23.2
1383,22.791667
1384,22.791667
1385,20.475
1386,22.541667
1387,22.791667
1388,23.041667
1389,23.041667
1390,20.502778
1391,22.791667
1392,23.041667
1393,11.508333
1394,22.166667
1395,22.333333
1396,15.419444
1397,22.541667
1398,23.041667
1399,10.905556
1400,11.533333
1401,16.586111
1402,22.791667
1403,22.791667
1404,20.086111
1405,22.041667
1406,12.391667
1407,22.791667
1408,17.130556
1409,16.391667
1410,22.791667
1411,23.988889
1412,10.075
1413,10.766667
1414,22.541667
1415,22.791667
1416,20.675
1417,23.041667
1418,23.041667
1419,23.041667
1420,11.933333
1421,22.041667
1422,4.325
1423,23.041667
1424,22.541667
1425,3.780556
1426,22.791667
1427,22.791667
1428,22.541667
1429,23.041667
1430,22.541667
1431,22.791667
1432,23.041667
1433,22.791667
1434,17.363889
1435,20.752778
1436,22.791667
1437,10.766667
1438,22.791667
1439,22.541667
1440,7.266667
1441,21.975
1442,22.541667
1443,22.791667
1444,9.588889
1445,22.791667
1446,6.880556
1447,22.541667
1448,19.091667
1449,7.030556
1450,22.291667
1451,7.016667
1452,22.791667
1453,23.041667
1454,20.752778
1455,4.147222
1456,6.863889
1457,23.041667
1458,23.041667
1459,22.541667
1460,14.252778
1461,16.35
1462,22.541667
1463,23.041667
1464,18.919444
1465,23.041667
1466,23.041667
1467,19.697222
1468,23.041667
1469,23.041667
1470,23.041667
1471,23.041667
1472,23.041667
1473,11.658333
1474,23.041667
1475,22.791667
1476,22.291667
1477,22.791667
1478,22.541667
1479,18.019444
1480,22.791667
1481,19.975
1482,10.766667
1483,22.791667
1484,21.641667
1485,10.780556
1486,23.041667
1487,23.041667
1488,22.791667
1489,22.791667
1490,22.291667
1491,14.241667
1492,22.791667
1493,20.863889
1494,22.791667
1495,18.533333
1496,22.225
1497,22.791667
1498,22.791667
1499,16.855556
1500,10.377778
1501,22.083333
1502,23.041667
1503,19.255556
1504,22.947222
1505,22.791667
1506,19.308333
1507,3.780556
1508,11.122222
1509,23.041667
1510,6.363889
1511,22.791667
1512,23.041667
1513,5.297222
1514,17.363889
1515,23.041667
1516,19.994444
1517,22.541667
1518,23.041667
1519,10.127778
1520,23.041667
1521,23.041667
1522,4.933333
1523,23.041667
1524,22.791667
1525,22.541667
1526,14.780556
1527,22.541667
1528,22.141667
1529,22.169444
1530,10.352778
1531,-6.236111
1532,2.411111
1533,5.061111
1534,23.041667
1535,11.544444
1536,23.041667
1537,22.791667
1538,8.563889
1539,22.791667
1540,13.883333
1541,22.291667
1542,4.183333
1543,5.825
1544,22.791667
1545,7.641667
1546,18.141667
1547,23.041667
1548,22.541667
1549,22.225
1550,4.45
1551,22.791667
1552,23.041667
1553,23.041667
1554,21.002778
1555,22.791667
1556,4.933333
1557,12.697222
1558,22.791667
1559,3.341667
1560,22.791667
1561,23.336111
1562,22.791667
1563,4.897222
1564,9.6
1565,13.688889
1566,20.766667
1567,23.041667
1568,14.794444
1569,12.308333
1570,24.363889
1571,22.791667
1572,22.708333
1573,23.041667
1574,14.738889
1575,22.791667
1576,23.041667
1577,10.766667
1578,22.291667
1579,24.502778
1580,22.291667
1581,4.922222
1582,8.030556
1583,3.828968
1584,22.208333
1585,22.791667
1586,6.852778
1587,22.791667
1588,8.408333
1589,23.041667
1590,22.458333
1591,22.791667
1592,22.791667
1593,9.513889
1594,-2.952778
1595,23.041667
1596,22.791667
1597,23.041667
1598,23.041667
1599,22.791667
1600,22.791667
1601,22.791667
1602,23.041667
1603,21.975
1604,8.183333
1605,12.325
1606,23.041667
1607,12.711111
1608,7.641667
1609,22.791667
1610,12.308333
1611,20.086111
1612,22.791667
1613,23.041667
1614,7.655556
1615,-4.147222
1616,-15.780556
1617,-17.008333
1618,-4.508333
1619,-9.836111
1620,5.325
1621,12.694444
1622,5.675
1623,22.541667
1624,22.791667
1625,22.791667
1626,22.791667
1627,23.725
1628,22.791667
1629,20.863889
1630,22.291667
1631,22.541667
1632,7.641667
1633,19.197222
1634,22.791667
1635,16.586111
1636,16.975
1637,22.791667
1638,5.658333
1639,5.755556
1640,22.541667
1641,21.558333
1642,8.697222
1643,22.947222
1644,22.541667
1645,22.225
1646,22.791667
1647,15.488889
1648,22.791667
1649,3.363889
1650,16.586111
1651,17.752778
1652,22.291667
1653,4.991667
1654,13.127778
1655,22.291667
1656,8.422222
1657,3.752778
1658,23.041667
1659,23.041667
1660,4.544444
1661,22.561111
1662,5.708333
1663,22.291667
1664,18.661111
1665,5.297222
1666,11.141667
1667,22.541667
1668,16.586111
1669,22.791667
1670,10.752778
1671,22.791667
1672,11.933333
1673,15.1
1674,14.655556
1675,7.008333
1676,4.544444
1677,22.666667
1678,9.336111
1679,18.519444
1680,18.808333
1681,22.791667
1682,22.541667
1683,22.791667
1684,10.377778
1685,23.041667
1686,10.102778
1687,6.488889
1688,15.197222
1689,23.041667
1690,22.541667
1691,20.475
1692,22.541667
1693,22.791667
1694,5.461111
1695,22.291667
1696,3.766667
1697,22.791667
1698,15.269444
1699,5.716667
1700,9.125
1701,-3.022222
1702,22.541667
1703,23.041667
1704,12.425
1705,8.183333
1706,22.541667
1707,16.975
1708,4.519444
1709,23.041667
1710,24.113889
1711,22.041667
1712,4.925
1713,22.291667
1714,22.791667
1715,8.030556
1716,23.161111
1717,22.541667
1718,21.35
1719,12.269444
1720,14.016667
1721,10.352778
1722,19.241667
1723,22.541667
1724,20.863889
1725,22.541667
1726,22.791667
1727,23.041667
1728,5.7
1729,13.377778
1730,22.791667
1731,15.711111
1732,3.755556
1733,22.291667
1734,23.041667
1735,21.391667
1736,22.791667
1737,23.041667
1738,9.188889
1739,11.572222
1740,21.308333
1741,5.311111
1742,20.436111
1743,19.35
1744,16.336111
1745,17.363889
1746,13.488889
1747,13.866667
1748,23.041667
1749,23.041667
1750,5.336111
1751,21.975
1752,14.780556
1753,22.291667
1754,4.922222
1755,23.041667
1756,23.041667
1757,17.752778
1758,22.791667
1759,22.791667
1760,23.041667
1761,23.041667
1762,8.797222
1763,21.266667
1764,4.533333
1765,22.791667
1766,22.391667
1767,21.766667
1768,22.791667
1769,23.041667
1770,15.572222
1771,8.183333
1772,22.791667
1773,9.211111
1774,9.325
1775,22.541667
1776,16.988889
1777,22.291667
1778,23.041667
1779,2.994444
1780,7.85
1781,21.35
1782,4.144444
1783,5.127778
1784,23.041667
1785,22.541667
1786,22.791667
1787,17.002778
1788,14.169444
1789,22.541667
1790,23.041667
1791,23.041667
1792,23.041667
1793,22.541667
1794,23.041667
1795,23.041667
1796,23.041667
1797,22.058333
1798,22.308333
1799,15.811111
1800,22.791667
1801,20.363889
1802,23.041667
1803,22.058333
1804,22.541667
1805,11.155556
1806,8.822222
1807,23.041667
1808,22.791667
1809,16.030556
1810,23.041667
1811,8.419444
1812,22.791667
1813,23.041667
1814,21.2
1815,22.541667
1816,5.725
1817,6.908333
1818,22.541667
1819,23.041667
1820,-2.644444
1821,12.036111
1822,22.791667
1823,18.280556
1824,23.041667
1825,22.791667
1826,22.791667
1827,23.041667
1828,22.291667
1829,3.741667
1830,23.041667
1831,21.141667
1832,23.041667
1833,22.791667
1834,23.041667
1835,22.791667
1836,6.1
1837,22.791667
1838,23.041667
1839,9.266667
1840,8.030556
1841,22.541667
1842,19.461111
1843,20.183333
1844,19.461111
1845,23.041667
1846,6.813889
1847,23.041667
1848,22.791667
1849,23.041667
1850,5.322222
1851,3.366667
1852,9.975
1853,18.269444
1854,22.791667
1855,22.791667
1856,5.35
1857,8.044444
1858,6.863889
1859,13.769444
1860,16.738889
1861,22.791667
1862,5.7
1863,23.041667
